2019,12,20,20,48,10,4.17985,4.18473,11,-0.105938,20.4725,0,0,0,0.000148,0,0,0.00117888,0.00117888,0.00825214,1,,,,,,,,,,,,,,,,23.6702,1405894,DL4PD,JO30CR
2020,02,13,21,34,24,3.66713,3.67202,9.25,-0.133906,18.2462,0,0.000148,0,0,0,0.000148,0,0.00235775,0.00825214,1,,,,,,,,,,,,,,,,20.6536,1692775,DL4PD,J030CR
2020,02,14,7,44,18,3.6476,3.65737,13.125,-0.018125,18.0844,0,0.130536,0.01924,0.41736,0.0762201,0.021756,0.0106099,2.94483,2.58174,1,,,,,,,,,,,,,,,,21.9105,1692777,ZR1ADC,LL34JS
2020,02,14,7,44,28,3.64272,3.6476,13.25,-0.0301562,18.0844,0,0.304584,0.027084,0.328708,0.0777001,0.028416,0.0318297,1.74474,1.69994,1,,,,,,,,,,,,,,,,22.1619,1692777,ZR1ADC,LL34JS
2020,02,14,7,44,38,3.63783,3.6476,13.25,-0.0345312,18.0838,0.000148,0.428608,0.037592,0.20794,0.0719281,0.035372,0.0223987,0.960784,2.50865,1,,,,,,,,,,,,,,,,22.1619,1692777,ZR1ADC,LL34JS
2020,02,14,7,45,09,3.64272,3.6476,13.375,-0.036875,18.0838,0,0.504829,0.0671921,0.013912,0.0779961,0.0728161,0.0377241,2.45324,3.69224,1,,,,,,,,,,,,,,,,21.6591,1692777,ZR1ADC,LL34JS
2020,02,14,7,45,29,3.63783,3.6476,13.625,0.0515625,18.0838,0,0.434232,0.0760721,0.031376,0.049284,0.29082,0.0447973,3.55903,3.02736,1,,,,,,,,,,,,,,,,22.1619,1692777,ZR1ADC,LL34JS
2020,02,14,10,52,56,3.64272,3.64272,8.125,0.156406,18.0181,0.000888001,0.0973841,0.014504,0.015688,0.458504,0.0750361,4.05416,1.88267,2.99553,1,,,,,,,,,,,,,,,,17.8884,1692776,DL4PD,J030CR
2020,02,14,10,53,06,3.63783,3.63783,8.375,0.105625,18.0181,0.000444,0.26196,0.020868,0.016576,0.410404,0.0799201,3.44586,2.13848,2.68077,1,,,,,,,,,,,,,,,,17.8884,1692776,DL4PD,J030CR
2020,02,14,10,53,16,3.62807,3.63783,8.625,0.0484375,18.0181,0,0.389536,0.027528,0.016576,0.328116,0.0797721,2.60532,2.41788,2.6454,1,,,,,,,,,,,,,,,,17.8884,1692776,DL4PD,J030CR
2020,02,14,10,53,26,3.63295,3.63783,8.875,0.0517188,18.0181,0,0.473156,0.034336,0.013616,0.221112,0.0762201,1.23782,2.98727,2.29999,1,,,,,,,,,,,,,,,,17.637,1692776,DL4PD,J030CR
